9251900;8972400;9897900;8879400;8933800;8389200;10853600;9355600;9904400;11528800;;;;;;;;;;;;;;;
9404300;10765100;8730000;8784600;8685200;9978900;10295300;10050400;10180400;9546500;;;;;;;;;;;;;;;
9103100;8994800;8450700;8686700;9509500;8733800;9222800;9515400;10582400;10055700;;;;;;;;;;;;;;;
8824500;8695000;9132000;9002700;9153000;9800300;9647200;10237900;10046400;8734800;;;;;;;;;;;;;;;
8993300;9942700;9312800;8385500;9547600;10265200;9590100;9093600;9748300;11390200;;;;;;;;;;;;;;;
10104700;9772400;9203600;9332000;10613600;9482200;9664300;10067000;10231600;10732100;;;;;;;;;;;;;;;
9761900;9256900;8655200;9469700;9127700;8944700;10949900;8511200;9118700;9561100;;;;;;;;;;;;;;;
9358500;10778100;8813300;8823400;9305500;9332200;10728400;8844800;10876700;9581800;;;;;;;;;;;;;;;
10458800;9393000;9734900;9105100;9889200;8381800;9537300;9756100;10010500;10932400;;;;;;;;;;;;;;;
9051300;9404300;10541800;9338300;9893500;9526100;9381400;10284700;10018000;9475100;;;;;;;;;;;;;;;
10083600;9444800;11022500;9890400;9325500;9503300;9810700;9392000;8811100;12002800;;;;;;;;;;;;;;;
10657800;8962900;9126100;8603100;9402500;9444100;10118500;10418200;9542300;10505600;;;;;;;;;;;;;;;
