22300;34500;58800;100000;96200;106800;132100;156700;181400;195600;;;;;;;;;;;;;;
26300;43000;58800;79300;101000;128700;132900;151200;180500;187500;;;;;;;;;;;;;;
18600;42000;67200;80700;97200;118100;140300;159300;178500;188100;;;;;;;;;;;;;;
23200;38700;68400;77100;103000;122300;136200;140700;180000;190200;;;;;;;;;;;;;;
19800;47300;60000;86900;101400;117100;153500;164900;187900;190500;;;;;;;;;;;;;;
22500;46700;61800;79300;98500;107200;129400;149100;233000;189700;;;;;;;;;;;;;;
24800;39600;61300;80300;100400;110000;140800;154100;161800;193000;;;;;;;;;;;;;;
23900;51300;54600;74100;97600;113900;140100;154800;180000;219500;;;;;;;;;;;;;;
20700;55900;58100;80400;97000;156100;142900;173400;173300;208100;;;;;;;;;;;;;;
23000;58100;55200;77000;95400;110200;140300;147700;172700;193000;;;;;;;;;;;;;;
21700;40700;78200;80400;101700;119200;141000;149900;175800;208100;;;;;;;;;;;;;;
28800;40400;64800;81300;85600;114700;136100;159800;269300;196300;;;;;;;;;;;;;;
21000;38100;58600;77200;100900;114100;141400;149500;174000;194200;;;;;;;;;;;;;;
21900;44600;62100;80400;93900;122800;150100;164000;175100;198200;;;;;;;;;;;;;;
25400;36500;62000;80000;121000;123400;135000;146100;175500;199900;;;;;;;;;;;;;;
21600;51000;65400;82300;94100;175000;136300;160200;192200;191100;;;;;;;;;;;;;;
18000;39900;59500;83800;99800;117700;136700;151300;197300;195500;;;;;;;;;;;;;;
22600;43500;68600;79200;98900;119900;134200;154400;178900;199800;;;;;;;;;;;;;;
22200;39600;65300;82800;95300;126500;138900;145700;172700;179500;;;;;;;;;;;;;;
22600;37300;63700;78500;97600;119500;136700;158100;183200;215300;;;;;;;;;;;;;;
26100;34500;56700;75500;93500;123400;134700;187900;193900;267800;;;;;;;;;;;;;;
19800;45800;66000;99600;95000;222500;140600;150000;203700;198800;;;;;;;;;;;;;;
19400;40300;64300;76200;131700;131500;141600;263300;180700;197200;;;;;;;;;;;;;;
26600;38600;304600;74800;106500;117300;139900;151000;180400;194800;;;;;;;;;;;;;;
21900;35700;96600;79000;101800;114400;135200;266600;180500;182900;;;;;;;;;;;;;;
31900;41100;67000;85500;106800;122700;203600;224200;175800;180000;;;;;;;;;;;;;;
21300;38100;59800;80000;134600;145300;133600;160700;240600;676500;;;;;;;;;;;;;;
21000;36100;58300;69600;90500;116300;132800;164800;189300;195600;;;;;;;;;;;;;;
